task_id,plan_id,bucket_id,assignee_ids,title,description,status,priority,due_date,tags,checklist,comments,attachments
t182,p030,b110,u245,Investigate nginx ingress latency spike,Investigate why NLP usage spiked last week and produce a write-up.,todo,9,2026-06-04,"design-system,product,react",[],[],[]
t183,p016,b057,"u011,u087",Set up Redis for data team,Coordinate with the data team on NLP migration.,todo,9,2026-05-28,"design-system,product,mobile",[],[],[]
t184,p050,b186,"u014,u175,u089",Set up Redis for backend team,Investigate why Spark usage spiked last week and produce a write-up.,in progress,1,2026-06-25,,[],[],[]
t185,p007,b022,,Set up Kafka for backend team,Document the steps to run Terraform integration in the new environment.,done,5,2026-08-05,"infrastructure,infrastructure,reliability",[],[],[]
t186,p046,b172,"u047,u292",Set up Kafka for backend team,Coordinate with the backend team on AWS migration.,in progress,1,2026-06-04,,[],[],[]
t187,p024,b086,"u254,u294,u032",Review payment service architecture,Review the Node.js configuration across production and propose adjustments.,todo,5,2026-08-09,,[],[],[]
t188,p001,b004,u007,Audit Kubernetes cluster security and policies,Investigate why PostgreSQL usage spiked last week and produce a write-up.,todo,1,2026-01-28,,[],[],[]
t189,p002,b013,,Bugfix,Document the steps to run PostgreSQL integration in the new environment.,in progress,5,2026-06-07,,[],[],[]
t190,p038,b139,,Roll out cost report to production,Document the steps to run Monitoring integration in the new environment.,done,3,,"infrastructure,reliability",[],[],[]
t191,p021,b074,"u265,u248,u119",Migrate search index to v18,Coordinate with the backend team on NLP migration.,in progress,5,2026-05-19,"product,react",[],[],[]
t192,p009,b029,"u165,u168,u260",Roll out cost report to production,Coordinate with the ML team on Linux migration.,todo,3,2026-06-03,,[],[],[]
t193,p001,b001,,Cleanup,Document the steps to run React integration in the new environment.,in progress,1,2026-06-02,,[],[],[]
t194,p017,b059,"u228,u030,u116",Tests,Coordinate with the platform team on AWS migration.,todo,5,,"infrastructure,review",[],[],[]
t195,p045,b169,u173,Docs,Provision Airflow resources for the upcoming launch and verify capacity.,done,5,2026-07-20,,[],[],[]
t196,p006,b012,,Investigate event bus latency spike,Coordinate with the ML team on React migration.,todo,3,2026-09-13,frontend,[],[],[]
t197,p034,b125,,Investigate and document the root cause of the intermittent 502 errors observed during the morning peak traffic window in the production payment gateway and propose a remediation plan covering load balancing strategy,Provision Docker resources for the upcoming launch and verify capacity.,done,1,2026-06-01,"infrastructure,terraform",[],[],[]
t198,p041,b151,"u085,u236,u221",Document payment service runbook,Investigate why Security usage spiked last week and produce a write-up.,in progress,5,2026-04-16,"infrastructure,devops,reliability",[],[],[]
t199,p043,b161,,Investigate payment service latency spike,Provision Redis resources for the upcoming launch and verify capacity.,done,5,2026-06-05,,[],[],[]
t200,p006,b012,,Roll out cost report to staging,Investigate why AWS usage spiked last week and produce a write-up.,in progress,5,2026-03-01,"infrastructure,cloud",[],[],[]
t201,p012,b042,"u149,u247",Review event bus architecture,Review the PostgreSQL configuration across production and propose adjustments.,done,5,2026-06-08,,[],[],[]
t202,p041,b150,"u069,u250",Update Redis configuration,Investigate why Monitoring usage spiked last week and produce a write-up.,todo,9,2026-07-08,,[],[],[]
t203,p011,b038,"u029,u200,u010",Audit Kubernetes cluster security and policies,Document the steps to run Terraform integration in the new environment.,done,3,,"infrastructure,terraform,reliability",[],[],[]
t204,p006,b018,,Design and validate a phased migration plan for moving the monolithic billing service into the new microservices platform without exceeding the agreed maintenance window for end-customer-facing endpoints,Provision Node.js resources for the upcoming launch and verify capacity.,done,9,,,[],[],[]
t205,p034,b125,u129,Set up monitoring stack for backend team,Investigate why Node.js usage spiked last week and produce a write-up.,todo,9,2026-05-25,,[],[],[]
t206,p021,b075,,Logs,Coordinate with the backend team on PostgreSQL migration.,todo,5,2026-05-21,,[],[],[]
t207,p049,b182,,Migrate search index to v2.0,Document the steps to run React integration in the new environment.,todo,9,2026-08-05,,[],[],[]
t208,p002,b003,,Docs,Review the PostgreSQL configuration across production and propose adjustments.,todo,3,2026-07-10,,[],[],[]
t209,p037,b135,,Bugfix,Provision Redis resources for the upcoming launch and verify capacity.,todo,3,2026-09-10,"react,mobile",[],[],[]
t210,p046,b173,,Document auth gateway runbook,Document the steps to run Next.js integration in the new environment.,in progress,5,2026-06-27,"frontend,design-system,qa",[],[],[]
t211,p008,b025,,Docs,Document the steps to run Docker integration in the new environment.,done,1,,"infrastructure,cost,review",[],[],[]
t212,p014,b047,,Audit CI pipeline security and policies,Coordinate with the platform team on TypeScript migration.,todo,1,2026-06-14,,[],[],[]
t213,p047,b176,,Set up PostgreSQL for platform team,Investigate why Next.js usage spiked last week and produce a write-up.,todo,5,2026-03-29,,[],[],[]
t214,p045,b169,"u260,u196,u297",Cleanup,Document the steps to run Redis integration in the new environment.,todo,1,2026-06-20,,[],[],[]
t215,p009,b027,"u117,u106",Document payment service runbook,Document the steps to run Security integration in the new environment.,done,3,,"infrastructure,aws,kubernetes",[],[],[]
t216,p045,b166,,Update Spark cluster configuration,Coordinate with the data team on Airflow migration.,done,1,2026-07-15,,[],[],[]
t217,p034,b124,,Cleanup,Review the Security configuration across production and propose adjustments.,in progress,5,,"infrastructure,reliability,cost",[],[],[]
t218,p043,b159,u067,Update Spark cluster configuration,Coordinate with the ML team on PostgreSQL migration.,todo,1,,"product,react",[],[],[]
t219,p028,b100,"u264,u236,u093",Logs,Coordinate with the ML team on NLP migration.,done,5,2026-08-17,"documentation,qa",[],[],[]
t220,p026,b095,u211,Set up Redis for platform team,Coordinate with the backend team on Next.js migration.,in progress,5,2026-09-02,,[],[],[]
t221,p004,b016,"u012,u004",Roll out cost report to production,Investigate why Monitoring usage spiked last week and produce a write-up.,in progress,3,2026-01-25,"infrastructure,cost",[],[],[]
t222,p041,b152,,Bugfix,Document the steps to run React integration in the new environment.,done,3,2026-06-26,,[],[],[]
t223,p039,b143,,Document auth gateway runbook,Investigate why ML usage spiked last week and produce a write-up.,done,5,,,[],[],[]
t224,p039,b145,u224,Docs,Provision Node.js resources for the upcoming launch and verify capacity.,done,1,2026-06-17,,[],[],[]
t225,p007,b020,"u020,u068,u075",Review job runner architecture,Provision AWS resources for the upcoming launch and verify capacity.,todo,1,2026-06-09,"infrastructure,review",[],[],[]
t226,p047,b175,,Investigate auth gateway cost regression,Provision Docker resources for the upcoming launch and verify capacity.,todo,9,2026-07-20,"infrastructure,aws,terraform",[],[],[]
t227,p023,b080,,Document auth gateway runbook,Coordinate with the ML team on Linux migration.,done,1,2026-06-18,"infrastructure,monitoring,aws",[],[],[]
t228,p016,b055,,Cleanup,Provision Security resources for the upcoming launch and verify capacity.,todo,1,2026-06-02,,[],[],[]
t229,p038,b140,"u214,u147",Logs,Investigate why Spark usage spiked last week and produce a write-up.,in progress,3,2026-06-17,,[],[],[]
t230,p029,b107,,Review search index architecture,Investigate why Kafka usage spiked last week and produce a write-up.,in progress,9,2026-08-03,"frontend,product",[],[],[]
t231,p008,b024,,Refactor,Document the steps to run Redis integration in the new environment.,done,3,2026-06-01,,[],[],[]
t232,p013,b044,u158,Coordinate with the security task force to audit the entire IAM policy surface across all AWS accounts and produce a prioritized remediation backlog based on least-privilege deviations,Investigate why Kafka usage spiked last week and produce a write-up.,in progress,3,2026-04-13,qa,[],[],[]
t233,p037,b135,,Logs,Document the steps to run Redis integration in the new environment.,done,3,2026-05-25,,[],[],[]
t234,p024,b087,"u032,u237",Review auth gateway architecture,Coordinate with the platform team on Redis migration.,todo,9,2026-06-14,"design-system,frontend,product",[],[],[]
t235,p046,b170,u218,Bugfix,Review the TypeScript configuration across production and propose adjustments.,done,3,2026-05-22,"documentation,qa",[],[],[]
t236,p023,b081,,Refactor,Coordinate with the platform team on Linux migration.,todo,5,2026-07-23,,[],[],[]
t237,p018,b062,u001,Update Kafka configuration,Coordinate with the platform team on React migration.,todo,9,2026-07-11,,[],[],[]
t238,p040,b148,u073,Set up PostgreSQL for platform team,Document the steps to run Next.js integration in the new environment.,todo,1,2026-06-03,,[],[],[]
t239,p015,b051,"u258,u139",Review payment service architecture,Provision Redis resources for the upcoming launch and verify capacity.,todo,3,2026-06-27,documentation,[],[],[]
t240,p021,b074,"u211,u119,u155",Set up PostgreSQL for ML team,Investigate why Terraform usage spiked last week and produce a write-up.,in progress,1,2026-06-24,,[],[],[]
t241,p026,b095,"u265,u143",Design and validate a phased migration plan for moving the monolithic billing service into the new microservices platform without exceeding the agreed maintenance window for end-customer-facing endpoints,Provision NLP resources for the upcoming launch and verify capacity.,todo,3,2026-09-16,,[],[],[]
t242,p032,b116,u038,Bugfix,Coordinate with the backend team on Next.js migration.,todo,1,,"documentation,design-system",[],[],[]
t243,p021,b073,,Audit CI pipeline security and policies,Review the Kubernetes configuration across production and propose adjustments.,done,1,,"infrastructure,terraform,infrastructure",[],[],[]
t244,p022,b079,u059,Design and validate a phased migration plan for moving the monolithic billing service into the new microservices platform without exceeding the agreed maintenance window for end-customer-facing endpoints,Investigate why AWS usage spiked last week and produce a write-up.,in progress,1,2026-02-19,"infrastructure,reliability,cloud",[],[],[]
t245,p025,b089,"u195,u136,u055",,Provision Node.js resources for the upcoming launch and verify capacity.,in progress,1,,,[],[],[]
t246,p016,b055,u077,Investigate search index cost regression,Review the Node.js configuration across production and propose adjustments.,in progress,5,,,[],[],[]
t247,p049,b185,,Audit CI pipeline security and policies,Provision Next.js resources for the upcoming launch and verify capacity.,todo,9,2026-03-07,qa,[],[],[]
t248,p021,b073,u111,Logs,Document the steps to run Next.js integration in the new environment.,todo,5,2026-06-03,,[],[],[]
t249,p002,b003,,Migrate search index to v2.0,Coordinate with the platform team on Kubernetes migration.,in progress,9,2026-05-28,"infrastructure,terraform,cost",[],[],[]
t250,p009,b030,,Audit Kubernetes cluster security and policies,Review the AWS configuration across production and propose adjustments.,todo,1,2026-05-27,"infrastructure,cloud",[],[],[]
t251,p006,b011,,Docs,Document the steps to run Security integration in the new environment.,todo,1,2026-03-25,,[],[],[]
t252,p006,b018,,Set up Redis for backend team,Investigate why PostgreSQL usage spiked last week and produce a write-up.,in progress,9,2026-02-10,,[],[],[]
t253,p007,b019,,Review nginx ingress architecture,Investigate why Docker usage spiked last week and produce a write-up.,in progress,9,2026-09-03,"infrastructure,devops,cloud",[],[],[]
t254,p030,b108,u054,Update Kafka configuration,Coordinate with the data team on Redis migration.,todo,3,2026-09-04,"react,mobile,product",[],[],[]
t255,p010,b031,u095,Logs,Review the Terraform configuration across production and propose adjustments.,in progress,5,2026-07-19,"infrastructure,monitoring,cost",[],[],[]
t256,p005,b009,"u014,u013",Review payment service architecture,Document the steps to run PostgreSQL integration in the new environment.,todo,9,2026-06-18,,[],[],[]
t257,p031,b115,,Tests,Review the Airflow configuration across production and propose adjustments.,done,9,2026-09-15,,[],[],[]
t258,p045,b168,,Migrate auth gateway to v15,Coordinate with the backend team on Redis migration.,todo,1,2026-07-06,,[],[],[]
t259,p010,b031,"u281,u171",Review payment service architecture,Investigate why Airflow usage spiked last week and produce a write-up.,todo,9,2026-06-12,,[],[],[]
t260,p002,b014,,Audit API gateway security and policies,Coordinate with the data team on NLP migration.,done,3,2026-09-06,,[],[],[]
t261,p009,b029,"u118,u285,u200",Tests,Review the Next.js configuration across production and propose adjustments.,done,9,2026-05-25,"react,product",[],[],[]
t262,p022,b077,,Migrate nginx ingress to v18,Investigate why Next.js usage spiked last week and produce a write-up.,todo,3,2026-06-10,,[],[],[]
t263,p004,b016,"u004,u012",Bugfix,Coordinate with the ML team on Node.js migration.,todo,1,2026-05-24,"design-system,mobile",[],[],[]
t264,p020,b072,u098,Migrate nginx ingress to v1.7,Investigate why TypeScript usage spiked last week and produce a write-up.,in progress,3,2026-05-27,,[],[],[]
t265,p046,b171,"u099,u255",Set up Spark cluster for ML team,Document the steps to run React integration in the new environment.,todo,5,2026-05-26,,[],[],[]
t266,p016,b056,"u114,u138",Review auth gateway architecture,Investigate why Redis usage spiked last week and produce a write-up.,done,3,2026-06-08,,[],[],[]
t267,p029,b105,u120,Docs,Document the steps to run Monitoring integration in the new environment.,done,1,2026-06-05,"infrastructure,terraform,infrastructure",[],[],[]
t268,p012,b040,"u107,u170,u053",Roll out cost report to production,Review the Redis configuration across production and propose adjustments.,done,3,2026-06-11,,[],[],[]
t269,p013,b046,,Audit Kubernetes cluster security and policies,Review the Docker configuration across production and propose adjustments.,in progress,5,2026-06-23,"infrastructure,terraform",[],[],[]
t270,p006,b011,,Roll out feature flag dashboard to production,Review the PostgreSQL configuration across production and propose adjustments.,done,1,2026-05-20,,[],[],[]
t271,p048,b181,u103,Document payment service runbook,Document the steps to run Kubernetes integration in the new environment.,done,5,2026-07-09,,[],[],[]
t272,p023,b081,"u085,u047",Roll out cost report to staging,Coordinate with the backend team on PostgreSQL migration.,todo,1,2026-05-16,,[],[],[]
t273,p028,b100,,Document event bus runbook,Review the React configuration across production and propose adjustments.,todo,3,2026-06-05,frontend,[],[],[]
t274,p004,b007,u012,Patch CVE in job runner,Coordinate with the ML team on Monitoring migration.,todo,3,2026-06-07,"infrastructure,monitoring,cloud",[],[],[]
t275,p034,b125,"u182,u245",Set up Kafka for platform team,Coordinate with the ML team on AWS migration.,todo,3,2026-01-29,"infrastructure,aws,monitoring",[],[],[]
t276,p036,b133,,Review job runner architecture,Review the Spark configuration across production and propose adjustments.,in progress,9,2026-06-02,"qa,product,mobile",[],[],[]
t277,p031,b114,"u067,u121",Set up Redis for data team,Investigate why Kafka usage spiked last week and produce a write-up.,done,9,2026-05-21,,[],[],[]
t278,p031,b112,,Docs,Provision AWS resources for the upcoming launch and verify capacity.,todo,5,2026-05-20,"infrastructure,infrastructure",[],[],[]
t279,p036,b131,,Roll out cost report to staging,Investigate why Docker usage spiked last week and produce a write-up.,todo,5,2026-05-26,,[],[],[]
t280,p044,b164,,Document nginx ingress runbook,Document the steps to run Kubernetes integration in the new environment.,done,3,2026-06-14,"infrastructure,cloud,infrastructure",[],[],[]
t281,p016,b056,"u036,u030,u219",Patch CVE in job runner,Review the Next.js configuration across production and propose adjustments.,in progress,3,2026-05-26,product,[],[],[]
t282,p018,b064,"u008,u190",Migrate nginx ingress to v15,Review the Kubernetes configuration across production and propose adjustments.,todo,3,2026-07-01,"infrastructure,reliability",[],[],[]
t283,p003,b015,u010,Document payment service runbook,Review the TypeScript configuration across production and propose adjustments.,todo,3,2026-07-26,,[],[],[]
t284,p047,b176,,Cleanup,Review the Next.js configuration across production and propose adjustments.,in progress,5,2026-09-08,,[],[],[]
t285,p033,b120,u016,Coordinate with the security task force to audit the entire IAM policy surface across all AWS accounts and produce a prioritized remediation backlog based on least-privilege deviations,Provision Docker resources for the upcoming launch and verify capacity.,todo,9,2026-07-12,"infrastructure,review",[],[],[]
t286,p005,b017,u013,Refactor,Coordinate with the backend team on React migration.,todo,9,,"product,react",[],[],[]
t287,p045,b166,"u134,u096,u053",Coordinate with the security task force to audit the entire IAM policy surface across all AWS accounts and produce a prioritized remediation backlog based on least-privilege deviations,Coordinate with the data team on Security migration.,done,5,2026-05-31,,[],[],[]
t288,p044,b165,,Document search index runbook,Document the steps to run AWS integration in the new environment.,todo,1,2026-05-27,"infrastructure,terraform",[],[],[]
t289,p027,b096,"u219,u054",Bugfix,Provision Next.js resources for the upcoming launch and verify capacity.,done,9,2026-03-12,,[],[],[]
t290,p028,b102,u178,Update monitoring stack configuration,Document the steps to run Node.js integration in the new environment.,in progress,1,2026-03-02,frontend,[],[],[]
t291,p040,b149,"u266,u144",Patch CVE in job runner,Coordinate with the ML team on Kubernetes migration.,in progress,3,2026-06-09,"infrastructure,monitoring,reliability",[],[],[]
t292,p001,b001,,Docs,Document the steps to run Kafka integration in the new environment.,in progress,9,2026-07-10,"product,react",[],[],[]
t293,p017,b059,,Roll out cost report to canary,Document the steps to run NLP integration in the new environment.,todo,3,2026-06-12,"qa,product,design-system",[],[],[]
t294,p010,b033,,Cleanup,Coordinate with the backend team on ML migration.,todo,1,2026-06-19,"react,frontend",[],[],[]
t295,p047,b177,,Set up Redis for platform team,Document the steps to run Next.js integration in the new environment.,done,3,2026-05-27,,[],[],[]
t296,p004,b016,,Document job runner runbook,Provision Kubernetes resources for the upcoming launch and verify capacity.,done,3,2026-07-31,"infrastructure,cost,review",[],[],[]
t297,p038,b139,,Investigate auth gateway latency spike,Review the Kafka configuration across production and propose adjustments.,todo,3,2026-05-26,,[],[],[]
t298,p039,b143,,Migrate job runner to v18,Coordinate with the ML team on Spark migration.,in progress,5,2026-06-04,"frontend,mobile",[],[],[]
t299,p038,b139,,Review event bus architecture,Review the Airflow configuration across production and propose adjustments.,done,5,2026-06-08,mobile,[],[],[]
t300,p030,b109,"u044,u041",Review search index architecture,Provision PostgreSQL resources for the upcoming launch and verify capacity.,in progress,5,2026-08-17,"design-system,documentation,frontend",[],[],[]
t301,p034,b124,"u058,u265,u129",Investigate search index cost regression,Investigate why Monitoring usage spiked last week and produce a write-up.,done,1,2026-08-09,,[],[],[]
t302,p041,b153,,Docs,Document the steps to run Security integration in the new environment.,in progress,1,2026-05-31,"infrastructure,cloud",[],[],[]
t303,p040,b149,"u272,u180,u012",Roll out cost report to staging,Investigate why Redis usage spiked last week and produce a write-up.,todo,9,2026-06-09,react,[],[],[]
t304,p047,b177,u120,Investigate nginx ingress memory leak,Review the Kubernetes configuration across production and propose adjustments.,todo,1,,"infrastructure,infrastructure,kubernetes",[],[],[]
t305,p003,b006,,Update Redis configuration,Investigate why Kubernetes usage spiked last week and produce a write-up.,done,1,2026-06-09,"infrastructure,reliability",[],[],[]
t306,p046,b170,,Cleanup,Document the steps to run NLP integration in the new environment.,done,3,2026-05-31,,[],[],[]
t307,p016,b058,,Roll out feature flag dashboard to canary,Review the Node.js configuration across production and propose adjustments.,done,5,2026-08-20,,[],[],[]
t308,p010,b033,u153,Set up Kafka for backend team,Provision NLP resources for the upcoming launch and verify capacity.,todo,9,2026-06-12,,[],[],[]
t309,p001,b002,"u003,u015,u001",Update Kafka configuration,Investigate why AWS usage spiked last week and produce a write-up.,todo,1,2026-09-01,"infrastructure,terraform,review",[],[],[]
t310,p037,b138,,Document payment service runbook,Provision React resources for the upcoming launch and verify capacity.,todo,1,2026-05-27,mobile,[],[],[]
t311,p035,b128,u048,Design and validate a phased migration plan for moving the monolithic billing service into the new microservices platform without exceeding the agreed maintenance window for end-customer-facing endpoints,Investigate why Monitoring usage spiked last week and produce a write-up.,in progress,1,,"infrastructure,cloud,security",[],[],[]
t312,p045,b168,,Update PostgreSQL configuration,Provision React resources for the upcoming launch and verify capacity.,done,5,2026-05-07,,[],[],[]
t313,p050,b187,,Docs,Review the ML configuration across production and propose adjustments.,done,9,2026-08-26,,[],[],[]
t314,p047,b176,"u162,u261,u181",Audit CI pipeline security and policies,Provision ML resources for the upcoming launch and verify capacity.,todo,3,2026-08-08,,[],[],[]
t315,p028,b103,"u192,u107",Update monitoring stack configuration,Document the steps to run TypeScript integration in the new environment.,todo,5,2026-06-23,,[],[],[]
t316,p046,b173,"u059,u208,u099",Migrate auth gateway to v2.0,Review the Kafka configuration across production and propose adjustments.,todo,9,2026-05-27,"react,qa,mobile",[],[],[]
t317,p050,b188,"u089,u228,u253",Patch CVE in payment service,Investigate why Kubernetes usage spiked last week and produce a write-up.,done,1,,"infrastructure,review",[],[],[]
t318,p033,b122,,Migrate nginx ingress to v2.0,Coordinate with the platform team on Docker migration.,done,3,,,[],[],[]
t319,p001,b002,,Migrate job runner to v15,Review the AWS configuration across production and propose adjustments.,in progress,9,2026-06-01,"infrastructure,security,infrastructure",[],[],[]
t320,p035,b128,,Docs,Review the Docker configuration across production and propose adjustments.,todo,3,,"infrastructure,infrastructure",[],[],[]
t321,p011,b037,"u174,u259",Review auth gateway architecture,Coordinate with the ML team on NLP migration.,todo,3,2026-05-31,product,[],[],[]
t322,p022,b076,,Review auth gateway architecture,Investigate why Docker usage spiked last week and produce a write-up.,todo,3,2026-06-20,,[],[],[]
t323,p043,b160,,Patch CVE in payment service,Coordinate with the data team on Redis migration.,in progress,9,2026-05-20,"react,qa,documentation",[],[],[]
t324,p048,b180,,Migrate nginx ingress to v2.0,Review the AWS configuration across production and propose adjustments.,todo,3,2026-08-23,"infrastructure,infrastructure,review",[],[],[]
t325,p022,b077,,Migrate nginx ingress to v15,Investigate why Spark usage spiked last week and produce a write-up.,done,9,2026-06-17,,[],[],[]
t326,p021,b074,,Set up Spark cluster for ML team,Document the steps to run Kafka integration in the new environment.,in progress,5,2026-08-17,,[],[],[]
t327,p022,b079,"u250,u237",Roll out audit log viewer to production,Investigate why ML usage spiked last week and produce a write-up.,todo,1,2026-08-27,,[],[],[]
t328,p045,b168,,Roll out cost report to production,Provision Airflow resources for the upcoming launch and verify capacity.,in progress,9,2026-05-31,design-system,[],[],[]
t329,p047,b177,"u255,u040,u016",Review search index architecture,Coordinate with the platform team on Docker migration.,in progress,5,2026-05-23,"infrastructure,monitoring,aws",[],[],[]
t330,p003,b015,u010,Docs,Provision Security resources for the upcoming launch and verify capacity.,done,3,2026-05-30,"infrastructure,kubernetes,reliability",[],[],[]
t331,p023,b082,,Set up monitoring stack for ML team,Document the steps to run NLP integration in the new environment.,todo,5,2026-03-29,,[],[],[]
t332,p009,b028,,Audit API gateway security and policies,Document the steps to run Airflow integration in the new environment.,todo,3,2026-06-12,"mobile,documentation",[],[],[]
t333,p025,b088,,Review auth gateway architecture,Review the Spark configuration across production and propose adjustments.,done,1,2026-06-02,,[],[],[]
t334,p022,b076,"u192,u052",Roll out feature flag dashboard to production,Document the steps to run ML integration in the new environment.,todo,3,2026-05-27,,[],[],[]
t335,p020,b072,"u129,u085",Investigate auth gateway cost regression,Provision TypeScript resources for the upcoming launch and verify capacity.,todo,3,2026-05-27,,[],[],[]
t336,p020,b071,"u141,u116,u139",Migrate event bus to v1.7,Review the NLP configuration across production and propose adjustments.,todo,5,2026-06-09,"react,product,frontend",[],[],[]
t337,p036,b133,,Investigate and document the root cause of the intermittent 502 errors observed during the morning peak traffic window in the production payment gateway and propose a remediation plan covering load balancing strategy,Provision NLP resources for the upcoming launch and verify capacity.,done,3,2026-05-25,,[],[],[]
t338,p005,b010,,,Provision Docker resources for the upcoming launch and verify capacity.,in progress,3,2026-08-18,"infrastructure,cloud,kubernetes",[],[],[]
t339,p002,b003,,Audit CI pipeline security and policies,Investigate why Monitoring usage spiked last week and produce a write-up.,done,5,2026-04-17,,[],[],[]
t340,p005,b017,,Refactor,Coordinate with the backend team on PostgreSQL migration.,todo,1,2026-06-18,"documentation,frontend,react",[],[],[]
t341,p006,b012,,,Investigate why Kafka usage spiked last week and produce a write-up.,todo,3,2026-06-01,,[],[],[]
t342,p035,b129,u022,Update monitoring stack configuration,Document the steps to run NLP integration in the new environment.,done,9,2026-06-11,,[],[],[]
t343,p019,b067,"u018,u064",Migrate event bus to v2.0,Review the Linux configuration across production and propose adjustments.,in progress,1,2026-03-26,"infrastructure,cloud,security",[],[],[]
t344,p043,b159,"u056,u095,u289",Bugfix,Review the Next.js configuration across production and propose adjustments.,in progress,1,2026-05-31,"mobile,qa,react",[],[],[]
t345,p040,b147,u057,Migrate job runner to v1.7,Investigate why Spark usage spiked last week and produce a write-up.,done,9,2026-06-07,,[],[],[]
t346,p009,b029,,Patch CVE in job runner,Coordinate with the ML team on Node.js migration.,todo,3,2026-07-24,react,[],[],[]
t347,p009,b027,,Audit API gateway security and policies,Review the Docker configuration across production and propose adjustments.,done,9,2026-08-08,"infrastructure,infrastructure,kubernetes",[],[],[]
t348,p012,b042,"u257,u250",Refactor,Review the Docker configuration across production and propose adjustments.,in progress,3,2026-07-25,,[],[],[]
t349,p015,b051,u229,Document auth gateway runbook,Document the steps to run Terraform integration in the new environment.,done,1,2026-03-03,,[],[],[]
t350,p018,b063,,Document auth gateway runbook,Provision Redis resources for the upcoming launch and verify capacity.,todo,1,2026-06-17,"mobile,frontend",[],[],[]
t351,p032,b119,,Review job runner architecture,Investigate why TypeScript usage spiked last week and produce a write-up.,done,9,2026-05-24,,[],[],[]
t352,p025,b091,,Roll out cost report to canary,Coordinate with the platform team on NLP migration.,done,3,2026-05-20,,[],[],[]
t353,p006,b012,,Design and validate a phased migration plan for moving the monolithic billing service into the new microservices platform without exceeding the agreed maintenance window for end-customer-facing endpoints,Investigate why Next.js usage spiked last week and produce a write-up.,todo,3,2026-06-06,,[],[],[]
t354,p011,b038,"u242,u225",Document search index runbook,Coordinate with the platform team on Kubernetes migration.,in progress,5,2026-07-13,"infrastructure,aws,devops",[],[],[]
t355,p030,b110,u142,Update Redis configuration,Provision Next.js resources for the upcoming launch and verify capacity.,done,9,2026-07-26,,[],[],[]
t356,p031,b112,,Update Redis configuration,Review the Node.js configuration across production and propose adjustments.,in progress,1,2026-04-01,,[],[],[]
t357,p021,b073,"u240,u288,u192",Docs,Provision Redis resources for the upcoming launch and verify capacity.,todo,9,,,[],[],[]
t358,p010,b032,u118,Set up Kafka for ML team,Provision Next.js resources for the upcoming launch and verify capacity.,done,9,2026-08-29,,[],[],[]
t359,p041,b153,,Investigate event bus timeouts,Provision Security resources for the upcoming launch and verify capacity.,todo,3,2026-05-26,"infrastructure,reliability,devops",[],[],[]
t360,p010,b033,"u233,u118",Refactor,Document the steps to run Node.js integration in the new environment.,done,9,2026-06-24,,[],[],[]
t361,p002,b013,"u082,u244,u212",Roll out feature flag dashboard to canary,Provision Monitoring resources for the upcoming launch and verify capacity.,done,5,2026-06-03,"infrastructure,cost",[],[],[]
t362,p045,b168,,Investigate job runner timeouts,Review the Next.js configuration across production and propose adjustments.,done,3,,"react,product,documentation",[],[],[]
t363,p042,b155,u014,Roll out feature flag dashboard to canary,Coordinate with the data team on Airflow migration.,done,1,2026-07-28,,[],[],[]
t364,p039,b143,,Docs,Coordinate with the ML team on React migration.,done,5,2026-08-13,,[],[],[]
t365,p011,b036,,Audit API gateway security and policies,Investigate why Spark usage spiked last week and produce a write-up.,todo,1,2026-06-07,,[],[],[]
t366,p018,b063,,Review auth gateway architecture,Document the steps to run ML integration in the new environment.,in progress,9,2026-06-03,"documentation,design-system,react",[],[],[]
t367,p046,b170,,Audit API gateway security and policies,Review the Next.js configuration across production and propose adjustments.,todo,1,2026-09-13,"documentation,react",[],[],[]
t368,p025,b090,,Audit CI pipeline security and policies,Coordinate with the backend team on Spark migration.,in progress,1,2026-08-19,,[],[],[]
t369,p039,b145,,Update Kafka configuration,Review the PostgreSQL configuration across production and propose adjustments.,done,3,2026-09-15,"qa,frontend",[],[],[]
t370,p042,b157,u192,Docs,Document the steps to run Kafka integration in the new environment.,done,5,2026-05-24,,[],[],[]
t371,p041,b152,,Patch CVE in event bus,Coordinate with the data team on Security migration.,todo,3,2026-05-31,"infrastructure,infrastructure",[],[],[]
t372,p003,b005,u010,Set up Spark cluster for platform team,Coordinate with the backend team on Kafka migration.,done,3,2026-06-06,,[],[],[]
t373,p041,b152,"u085,u110,u069",Migrate job runner to v18,Document the steps to run Redis integration in the new environment.,todo,3,2026-06-14,"product,documentation,frontend",[],[],[]
t374,p020,b071,"u089,u267",Migrate search index to v18,Investigate why ML usage spiked last week and produce a write-up.,in progress,3,2026-05-28,"documentation,qa",[],[],[]
t375,p005,b017,,Roll out cost report to canary,Document the steps to run AWS integration in the new environment.,in progress,3,2026-05-28,,[],[],[]
t376,p026,b093,"u034,u142,u067",Update Redis configuration,Review the Docker configuration across production and propose adjustments.,done,5,2026-01-30,"infrastructure,cost,monitoring",[],[],[]
t377,p039,b144,,Roll out cost report to staging,Review the Next.js configuration across production and propose adjustments.,done,9,2026-05-25,,[],[],[]
t378,p008,b023,u255,Audit Kubernetes cluster security and policies,Investigate why Node.js usage spiked last week and produce a write-up.,in progress,9,2026-05-23,,[],[],[]
